project_id,project_name,client_id,bu_id,region_id,pm_id,billing_model,start_date,end_date,bill_rate_usd_per_hr,fixed_fee_total_usd,status
PR00414,Enable Dynamic Architectures,CL00230,BU00007,RG00006,PM00048,T&M,2025-01-22,2025-10-22,108.0,,Active
PR00415,Deliver Rich E-Markets,CL00149,BU00002,RG00005,PM00018,Fixed Fee,2025-05-22,2025-12-31,,465277.0,Active
PR00416,Deploy Visionary Models,CL00152,BU00001,RG00004,PM00017,T&M,2025-02-02,2025-12-31,103.0,,Active
PR00417,Evolve Proactive E-Services,CL00081,BU00007,RG00006,PM00042,T&M,2023-09-17,2024-03-17,136.0,,Active
PR00418,Integrate Efficient E-Services,CL00020,BU00004,RG00002,PM00075,T&M,2024-03-29,2025-03-29,102.0,,Active
PR00419,Envisioneer Frictionless Bandwidth,CL00116,BU00008,RG00003,PM00053,T&M,2025-04-15,2025-12-31,113.0,,Active
PR00420,Extend Rich Schemas,CL00198,BU00004,RG00004,PM00040,T&M,2025-05-28,2025-06-28,82.0,,Completed
PR00421,Embrace One-To-One Niches,CL00024,BU00003,RG00006,PM00039,Retainer,2025-03-04,2025-09-04,87.0,,Active
PR00422,Transition Bricks-And-Clicks Users,CL00011,BU00004,RG00003,PM00019,T&M,2025-04-23,2025-10-23,94.0,,Active
PR00423,Engineer Visionary Users,CL00092,BU00007,RG00005,PM00007,Fixed Fee,2023-03-06,2023-06-06,,144982.0,Active
PR00424,Brand Sticky Experiences,CL00045,BU00001,RG00004,PM00058,Fixed Fee,2023-12-06,2024-09-06,,587865.0,Active
PR00425,Monetize Robust Systems,CL00025,BU00008,RG00001,PM00018,T&M,2024-01-20,2024-07-20,111.0,,Active
PR00426,Seize E-Business Systems,CL00200,BU00004,RG00002,PM00026,Retainer,2024-02-13,2024-08-13,75.0,,Active
PR00427,Revolutionize Web-Enabled E-Tailers,CL00162,BU00002,RG00005,PM00076,T&M,2023-07-02,2024-04-02,168.0,,Completed
PR00428,Scale Cross-Media E-Business,CL00006,BU00002,RG00002,PM00057,Retainer,2025-07-02,2025-12-31,124.0,,Active
PR00429,Brand Frictionless E-Business,CL00217,BU00006,RG00001,PM00006,Retainer,2025-09-09,2025-12-31,103.0,,Active
PR00430,Generate Best-Of-Breed E-Tailers,CL00237,BU00007,RG00006,PM00051,T&M,2023-08-05,2025-02-05,91.0,,Active
PR00431,Maximize Cross-Media Users,CL00110,BU00003,RG00003,PM00028,Retainer,2023-04-03,2023-10-03,88.0,,Active
PR00432,Expedite Frictionless Vortals,CL00115,BU00003,RG00001,PM00079,Fixed Fee,2024-03-12,2024-06-12,,458800.0,Active
PR00433,Envisioneer Real-Time Mindshare,CL00076,BU00008,RG00004,PM00071,T&M,2024-03-30,2024-06-30,147.0,,Active
PR00434,Enable Transparent Markets,CL00099,BU00003,RG00004,PM00026,Fixed Fee,2023-05-28,2023-08-28,,216305.0,Completed
PR00435,Cultivate End-To-End Channels,CL00064,BU00001,RG00004,PM00046,T&M,2024-03-06,2024-06-06,85.0,,Completed
PR00436,Orchestrate World-Class Action-Items,CL00089,BU00006,RG00004,PM00035,T&M,2024-01-23,2024-07-23,94.0,,Active
PR00437,Synthesize B2B Networks,CL00057,BU00001,RG00003,PM00008,Retainer,2024-09-02,2025-06-02,144.0,,Active
PR00438,Empower Next-Generation Architectures,CL00092,BU00004,RG00002,PM00013,T&M,2025-09-09,2025-12-31,113.0,,Active
PR00439,Optimize E-Business Interfaces,CL00137,BU00001,RG00002,PM00074,Retainer,2024-12-03,2025-12-31,140.0,,Completed
PR00440,Extend Efficient Relationships,CL00091,BU00003,RG00002,PM00031,Fixed Fee,2025-03-11,2025-12-31,,150564.0,Completed
PR00441,Synthesize World-Class Applications,CL00179,BU00006,RG00005,PM00004,Fixed Fee,2024-12-07,2025-09-07,,204864.0,Active
PR00442,Cultivate E-Business Bandwidth,CL00146,BU00003,RG00005,PM00025,Retainer,2023-01-04,2024-07-04,78.0,,Completed
PR00443,Repurpose Synergistic Partnerships,CL00249,BU00008,RG00005,PM00040,T&M,2025-09-13,2025-12-31,130.0,,Active
PR00444,Strategize Killer E-Commerce,CL00015,BU00004,RG00005,PM00029,T&M,2025-04-10,2025-10-10,93.0,,Active
PR00445,Synthesize Real-Time Vortals,CL00085,BU00004,RG00002,PM00044,Fixed Fee,2023-11-26,2024-08-26,,64326.0,Completed
PR00446,Facilitate End-To-End Networks,CL00217,BU00006,RG00001,PM00003,T&M,2024-03-16,2024-05-16,125.0,,Active
PR00447,Generate Cross-Platform Methodologies,CL00037,BU00002,RG00005,PM00047,Retainer,2025-01-23,2025-04-23,140.0,,Active
PR00448,Integrate Mission-Critical Functionalities,CL00242,BU00007,RG00005,PM00013,T&M,2023-03-17,2023-12-17,96.0,,Active
PR00449,Utilize 24/7 Communities,CL00250,BU00003,RG00006,PM00056,Fixed Fee,2024-12-14,2025-09-14,,249687.0,On Hold
PR00450,Target Clicks-And-Mortar E-Commerce,CL00167,BU00006,RG00002,PM00072,Fixed Fee,2024-11-16,2025-01-16,,495867.0,Completed
PR00451,Scale End-To-End Experiences,CL00202,BU00006,RG00002,PM00076,Retainer,2023-11-11,2024-05-11,134.0,,Active
PR00452,Leverage Efficient Infrastructures,CL00188,BU00005,RG00002,PM00023,Fixed Fee,2024-04-13,2025-10-13,,494259.0,Completed
PR00453,Morph Strategic Relationships,CL00243,BU00007,RG00005,PM00005,T&M,2024-07-13,2024-10-13,82.0,,Active
PR00454,Streamline Impactful Functionalities,CL00208,BU00004,RG00006,PM00073,T&M,2023-09-15,2024-03-15,110.0,,Active
PR00455,Drive Bleeding-Edge E-Commerce,CL00085,BU00002,RG00002,PM00045,Retainer,2024-04-19,2024-05-19,94.0,,Active
PR00456,Unleash Mission-Critical Synergies,CL00227,BU00002,RG00006,PM00043,T&M,2023-05-22,2024-02-22,118.0,,Active
PR00457,Syndicate Intuitive Channels,CL00064,BU00002,RG00003,PM00033,Fixed Fee,2023-11-28,2024-05-28,,64979.0,Active
PR00458,Enhance Visionary Synergies,CL00013,BU00007,RG00004,PM00054,Retainer,2025-07-11,2025-12-31,151.0,,Completed
PR00459,Scale Cross-Platform Initiatives,CL00127,BU00007,RG00003,PM00070,T&M,2023-01-13,2023-07-13,112.0,,Completed
PR00460,Scale End-To-End Info-Mediaries,CL00202,BU00004,RG00002,PM00058,T&M,2024-10-18,2025-12-31,123.0,,Completed
PR00461,Enhance Integrated Infrastructures,CL00076,BU00001,RG00003,PM00034,Retainer,2023-04-21,2023-07-21,87.0,,Active
PR00462,Transform Turn-Key Relationships,CL00044,BU00007,RG00002,PM00010,T&M,2023-06-09,2023-12-09,91.0,,Completed
PR00463,Enable Enterprise Channels,CL00024,BU00006,RG00005,PM00079,Retainer,2024-04-09,2025-01-09,96.0,,Active
PR00464,Innovate B2B Partnerships,CL00111,BU00003,RG00005,PM00056,T&M,2025-09-23,2025-11-23,140.0,,Active
PR00465,Maximize Value-Added E-Business,CL00053,BU00004,RG00004,PM00071,Fixed Fee,2025-04-04,2025-10-04,,283801.0,Active
PR00466,Grow Cross-Media E-Tailers,CL00068,BU00005,RG00003,PM00031,T&M,2023-09-12,2024-09-12,113.0,,Active
PR00467,Extend B2C E-Markets,CL00141,BU00008,RG00002,PM00007,T&M,2025-09-02,2025-12-31,83.0,,Active
PR00468,Innovate Visionary E-Tailers,CL00076,BU00008,RG00002,PM00013,T&M,2025-08-15,2025-12-31,64.0,,Active
PR00469,Productize Mission-Critical Channels,CL00075,BU00002,RG00004,PM00015,T&M,2023-05-15,2023-11-15,163.0,,Active
PR00470,Benchmark Integrated Convergence,CL00126,BU00005,RG00001,PM00070,T&M,2023-07-11,2024-01-11,109.0,,Active
PR00471,Harness Global Action-Items,CL00098,BU00006,RG00002,PM00058,T&M,2024-10-29,2025-12-31,100.0,,Active
PR00472,Visualize Strategic Action-Items,CL00068,BU00004,RG00003,PM00073,T&M,2024-03-06,2025-09-06,112.0,,Completed
PR00473,Expedite Front-End Web-Readiness,CL00171,BU00002,RG00001,PM00045,Retainer,2025-05-09,2025-11-09,124.0,,Active
PR00474,Architect Dynamic Interfaces,CL00194,BU00004,RG00005,PM00008,Retainer,2024-04-13,2024-07-13,105.0,,Completed
PR00475,Visualize Scalable Action-Items,CL00108,BU00008,RG00005,PM00031,T&M,2024-04-04,2024-06-04,84.0,,Active
PR00476,Synergize One-To-One Action-Items,CL00232,BU00001,RG00005,PM00074,Retainer,2025-02-07,2025-12-31,137.0,,Completed
PR00477,Whiteboard Intuitive Deliverables,CL00174,BU00003,RG00001,PM00058,T&M,2025-02-15,2025-04-15,171.0,,On Hold
PR00478,Disintermediate Turn-Key Channels,CL00249,BU00004,RG00002,PM00017,T&M,2023-01-19,2024-01-19,110.0,,Active
PR00479,Cultivate Next-Generation Relationships,CL00175,BU00007,RG00002,PM00019,Retainer,2024-08-23,2025-02-23,100.0,,Active
PR00480,Innovate Virtual Info-Mediaries,CL00234,BU00002,RG00001,PM00050,Fixed Fee,2025-04-28,2025-05-28,,329453.0,Active
PR00481,Utilize Innovative Synergies,CL00220,BU00005,RG00005,PM00059,Retainer,2023-04-24,2024-10-24,64.0,,Active
PR00482,Architect Revolutionary Markets,CL00180,BU00007,RG00001,PM00054,T&M,2024-02-12,2024-08-12,86.0,,Active
PR00483,Deliver Front-End Functionalities,CL00150,BU00002,RG00001,PM00073,Fixed Fee,2024-09-10,2025-06-10,,57625.0,Completed
PR00484,Revolutionize Next-Generation E-Commerce,CL00223,BU00006,RG00004,PM00034,T&M,2025-02-17,2025-11-17,104.0,,Active
PR00485,Evolve B2C Niches,CL00156,BU00008,RG00001,PM00023,T&M,2024-09-16,2024-10-16,95.0,,Active
PR00486,Monetize Strategic Mindshare,CL00156,BU00007,RG00001,PM00051,Retainer,2023-05-10,2023-07-10,94.0,,Active
PR00487,Exploit B2C Users,CL00061,BU00001,RG00006,PM00061,Retainer,2023-11-12,2024-08-12,110.0,,Completed
PR00488,Strategize Innovative Content,CL00006,BU00006,RG00003,PM00040,T&M,2024-05-22,2025-11-22,120.0,,Active
PR00489,Drive Web-Enabled Markets,CL00179,BU00002,RG00002,PM00018,T&M,2024-11-10,2025-02-10,122.0,,Active
PR00490,Evolve User-Centric Initiatives,CL00199,BU00006,RG00003,PM00054,Fixed Fee,2024-01-15,2024-07-15,,216285.0,Active
PR00491,Re-Intermediate Leading-Edge Content,CL00114,BU00004,RG00004,PM00063,Fixed Fee,2024-12-05,2025-06-05,,202502.0,Completed
PR00492,Embrace Value-Added Channels,CL00211,BU00001,RG00005,PM00021,T&M,2023-09-30,2024-09-30,95.0,,Active
PR00493,Leverage Rich Convergence,CL00104,BU00003,RG00005,PM00073,T&M,2023-01-18,2023-02-18,131.0,,Active
PR00494,Mesh Back-End Communities,CL00214,BU00004,RG00001,PM00032,T&M,2025-03-23,2025-05-23,73.0,,Active
PR00495,Enable Real-Time Initiatives,CL00093,BU00004,RG00003,PM00048,Retainer,2024-07-31,2024-08-31,85.0,,Active
PR00496,Facilitate Cutting-Edge Niches,CL00163,BU00002,RG00006,PM00004,T&M,2023-02-15,2023-11-15,139.0,,Active
PR00497,Optimize Back-End Networks,CL00115,BU00003,RG00004,PM00076,Fixed Fee,2025-03-24,2025-05-24,,243986.0,Active
PR00498,Optimize Rich Bandwidth,CL00215,BU00005,RG00006,PM00012,T&M,2025-09-01,2025-12-31,105.0,,Active
PR00499,Disintermediate Leading-Edge Models,CL00042,BU00004,RG00002,PM00029,Fixed Fee,2025-03-04,2025-09-04,,91456.0,Active
PR00500,Leverage Out-Of-The-Box Communities,CL00105,BU00001,RG00006,PM00002,T&M,2025-05-30,2025-12-31,93.0,,Active
PR00501,Revolutionize Sticky Networks,CL00045,BU00001,RG00002,PM00033,Fixed Fee,2024-02-01,2024-11-01,,188991.0,Completed
PR00502,Enhance Clicks-And-Mortar Paradigms,CL00183,BU00005,RG00004,PM00049,Retainer,2023-06-29,2024-06-29,163.0,,Active
PR00503,Incentivize Revolutionary Info-Mediaries,CL00056,BU00008,RG00003,PM00067,Retainer,2023-01-20,2023-10-20,116.0,,Active
PR00504,Synergize B2C Roi,CL00027,BU00001,RG00005,PM00048,Fixed Fee,2024-07-19,2025-04-19,,136987.0,Active
PR00505,Engage Next-Generation E-Services,CL00073,BU00005,RG00006,PM00014,T&M,2023-02-24,2023-04-24,112.0,,Active
PR00506,Incentivize Next-Generation Vortals,CL00071,BU00006,RG00003,PM00034,Fixed Fee,2024-05-14,2025-02-14,,277702.0,On Hold
PR00507,Transition Intuitive Networks,CL00167,BU00005,RG00002,PM00020,T&M,2024-02-26,2024-03-26,89.0,,Active
PR00508,Embrace Scalable Roi,CL00015,BU00007,RG00006,PM00041,Fixed Fee,2024-08-02,2024-11-02,,151465.0,Active
PR00509,Exploit Revolutionary Interfaces,CL00168,BU00008,RG00003,PM00034,Retainer,2023-12-13,2024-09-13,98.0,,Active
PR00510,Matrix Plug-And-Play Technologies,CL00189,BU00001,RG00005,PM00074,Retainer,2023-04-18,2023-06-18,139.0,,Active
PR00511,Harness E-Business Schemas,CL00183,BU00004,RG00006,PM00069,Fixed Fee,2024-04-27,2024-07-27,,446673.0,Active
PR00512,Implement Out-Of-The-Box Solutions,CL00241,BU00006,RG00005,PM00039,Retainer,2024-12-10,2025-06-10,101.0,,Completed
PR00513,Maximize Seamless E-Business,CL00225,BU00003,RG00003,PM00013,T&M,2024-03-28,2024-12-28,126.0,,Active
PR00514,Target Out-Of-The-Box Applications,CL00186,BU00003,RG00006,PM00043,Fixed Fee,2024-01-12,2024-07-12,,389176.0,Active
PR00515,Revolutionize 24/365 Users,CL00058,BU00005,RG00004,PM00043,T&M,2025-02-05,2025-12-31,146.0,,Active
PR00516,Orchestrate Clicks-And-Mortar E-Markets,CL00119,BU00002,RG00004,PM00007,Retainer,2024-01-16,2025-01-16,123.0,,Active
PR00517,Enhance Cross-Media Functionalities,CL00242,BU00002,RG00004,PM00025,T&M,2023-02-07,2023-04-07,123.0,,Completed
PR00518,Facilitate Clicks-And-Mortar Web Services,CL00098,BU00005,RG00004,PM00007,Retainer,2023-01-15,2023-04-15,83.0,,Active
PR00519,Iterate Extensible Platforms,CL00052,BU00006,RG00004,PM00073,Retainer,2024-08-07,2025-02-07,124.0,,On Hold
PR00520,Mesh Web-Enabled E-Markets,CL00037,BU00006,RG00006,PM00024,Fixed Fee,2023-11-15,2024-02-15,,208478.0,Active
PR00521,Streamline B2B Niches,CL00162,BU00003,RG00003,PM00008,T&M,2025-02-03,2025-12-31,76.0,,Active
PR00522,Integrate Bleeding-Edge Deliverables,CL00195,BU00003,RG00005,PM00021,T&M,2023-05-25,2024-05-25,105.0,,Completed
PR00523,Scale Out-Of-The-Box Bandwidth,CL00023,BU00003,RG00005,PM00056,Fixed Fee,2024-10-03,2025-10-03,,228993.0,Active
PR00524,Benchmark Mission-Critical Mindshare,CL00248,BU00008,RG00004,PM00001,T&M,2023-05-12,2024-05-12,126.0,,Active
PR00525,Whiteboard Impactful Partnerships,CL00096,BU00001,RG00003,PM00068,T&M,2023-07-27,2023-09-27,118.0,,Active
PR00526,Maximize Leading-Edge E-Commerce,CL00161,BU00004,RG00002,PM00045,T&M,2025-07-08,2025-12-31,119.0,,Active
PR00527,Incentivize Distributed Portals,CL00129,BU00005,RG00002,PM00009,Retainer,2023-07-23,2024-07-23,110.0,,Active
PR00528,Re-Contextualize Impactful Vortals,CL00075,BU00008,RG00006,PM00067,Fixed Fee,2024-05-04,2025-05-04,,505332.0,Active
PR00529,Grow Real-Time E-Services,CL00228,BU00003,RG00003,PM00063,T&M,2024-05-09,2025-02-09,62.0,,Active
PR00530,Aggregate Global Applications,CL00243,BU00007,RG00001,PM00030,T&M,2023-04-27,2024-01-27,128.0,,On Hold
PR00531,Orchestrate Sticky Communities,CL00055,BU00001,RG00005,PM00065,T&M,2023-06-19,2024-03-19,94.0,,Active
PR00532,Target Turn-Key E-Markets,CL00167,BU00001,RG00004,PM00033,Fixed Fee,2024-11-29,2025-05-29,,122421.0,Active
PR00533,Incubate Synergistic E-Tailers,CL00153,BU00001,RG00006,PM00014,Fixed Fee,2023-07-07,2024-07-07,,39923.0,Active
PR00534,Monetize Plug-And-Play Portals,CL00177,BU00002,RG00004,PM00057,T&M,2024-12-03,2025-12-03,80.0,,Active
PR00535,Evolve Granular Methodologies,CL00122,BU00003,RG00002,PM00002,T&M,2023-07-06,2024-01-06,116.0,,Active
PR00536,Transition Revolutionary E-Tailers,CL00170,BU00005,RG00005,PM00078,Fixed Fee,2024-04-17,2024-05-17,,347242.0,Active
PR00537,Orchestrate E-Business Action-Items,CL00231,BU00002,RG00005,PM00080,T&M,2024-05-24,2025-11-24,73.0,,Active
PR00538,Strategize Scalable Methodologies,CL00028,BU00008,RG00002,PM00078,T&M,2024-07-06,2024-09-06,128.0,,Active
PR00539,Morph Virtual Web-Readiness,CL00134,BU00004,RG00003,PM00053,T&M,2024-04-09,2025-10-09,89.0,,Active
PR00540,Iterate Customized Schemas,CL00128,BU00004,RG00006,PM00062,T&M,2024-09-20,2025-09-20,115.0,,Active
PR00541,Incentivize Mission-Critical Bandwidth,CL00172,BU00002,RG00001,PM00074,Fixed Fee,2025-05-04,2025-11-04,,137364.0,Active
PR00542,Exploit Global Initiatives,CL00024,BU00002,RG00006,PM00013,Retainer,2023-06-08,2023-07-08,71.0,,Active
PR00543,Streamline Magnetic Channels,CL00117,BU00005,RG00003,PM00060,T&M,2023-01-19,2024-01-19,114.0,,Completed
PR00544,Transition Wireless Relationships,CL00224,BU00001,RG00003,PM00047,Retainer,2023-11-04,2024-05-04,95.0,,Active
PR00545,Visualize Strategic Applications,CL00190,BU00002,RG00001,PM00006,T&M,2025-09-06,2025-12-31,156.0,,Active
PR00546,Morph Intuitive Web-Readiness,CL00166,BU00003,RG00003,PM00046,Retainer,2025-06-29,2025-12-31,135.0,,On Hold
PR00547,Aggregate Visionary Channels,CL00069,BU00002,RG00003,PM00044,T&M,2023-04-11,2023-07-11,109.0,,Active
PR00548,Productize Open-Source Initiatives,CL00247,BU00008,RG00003,PM00050,Fixed Fee,2023-05-23,2023-06-23,,182015.0,Active
PR00549,Target Scalable Communities,CL00108,BU00003,RG00001,PM00017,Fixed Fee,2023-03-08,2024-03-08,,352305.0,Active
PR00550,Brand Impactful Models,CL00242,BU00003,RG00001,PM00054,Retainer,2025-06-10,2025-12-10,81.0,,Active
PR00551,Synergize Cutting-Edge Roi,CL00146,BU00008,RG00002,PM00079,T&M,2023-02-15,2023-08-15,88.0,,Active
PR00552,Architect Viral Niches,CL00008,BU00003,RG00004,PM00063,T&M,2024-07-03,2024-10-03,147.0,,Active
PR00553,Grow B2C Paradigms,CL00012,BU00002,RG00003,PM00041,T&M,2024-03-10,2025-09-10,114.0,,Completed
PR00554,Re-Intermediate Interactive Experiences,CL00135,BU00004,RG00006,PM00044,T&M,2025-08-11,2025-12-31,140.0,,Active
PR00555,Synthesize Transparent Schemas,CL00159,BU00002,RG00004,PM00032,T&M,2024-04-03,2024-06-03,138.0,,Active
PR00556,Streamline E-Business Niches,CL00165,BU00007,RG00002,PM00072,Retainer,2025-01-14,2025-07-14,157.0,,Active
PR00557,Enable Next-Generation Solutions,CL00003,BU00003,RG00005,PM00061,Retainer,2024-08-17,2024-11-17,74.0,,Completed
PR00558,Matrix Interactive Functionalities,CL00020,BU00008,RG00003,PM00031,T&M,2025-09-25,2025-10-25,113.0,,Active
PR00559,Generate Vertical Architectures,CL00130,BU00004,RG00005,PM00049,T&M,2025-04-24,2025-07-24,135.0,,Active
PR00560,Syndicate Holistic Convergence,CL00118,BU00008,RG00005,PM00058,T&M,2024-07-11,2025-07-11,122.0,,Active
PR00561,Deliver World-Class Architectures,CL00081,BU00002,RG00004,PM00003,T&M,2025-05-28,2025-11-28,82.0,,Active
PR00562,Reinvent Proactive Vortals,CL00143,BU00001,RG00001,PM00078,Retainer,2024-02-25,2024-04-25,109.0,,Active
PR00563,Enhance Proactive Niches,CL00228,BU00004,RG00006,PM00059,Retainer,2025-07-16,2025-12-31,132.0,,Active
PR00564,Exploit Collaborative Deliverables,CL00014,BU00004,RG00004,PM00043,Fixed Fee,2023-04-02,2023-06-02,,295268.0,Active
PR00565,Revolutionize Bleeding-Edge Communities,CL00122,BU00006,RG00006,PM00058,T&M,2024-07-09,2025-07-09,118.0,,Completed
PR00566,Incentivize Web-Enabled Niches,CL00057,BU00001,RG00003,PM00046,Retainer,2023-06-05,2023-07-05,107.0,,On Hold
PR00567,Transition Leading-Edge E-Services,CL00075,BU00006,RG00006,PM00014,T&M,2025-04-09,2025-07-09,118.0,,Active
PR00568,Iterate Integrated Convergence,CL00036,BU00007,RG00001,PM00033,Fixed Fee,2025-06-13,2025-09-13,,129523.0,Active
PR00569,Reinvent Web-Enabled Applications,CL00239,BU00007,RG00002,PM00059,Retainer,2023-09-27,2024-03-27,96.0,,Active
PR00570,Exploit Synergistic Applications,CL00087,BU00002,RG00004,PM00006,Retainer,2024-05-09,2024-06-09,50.0,,Completed
PR00571,Unleash Synergistic Networks,CL00151,BU00002,RG00004,PM00059,Fixed Fee,2023-02-13,2023-08-13,,263099.0,On Hold
PR00572,Orchestrate Dynamic Models,CL00035,BU00008,RG00001,PM00068,Fixed Fee,2025-05-25,2025-12-31,,170642.0,Active
PR00573,Monetize Virtual Models,CL00111,BU00008,RG00005,PM00023,Fixed Fee,2025-04-22,2025-12-31,,335058.0,Active
PR00574,Evolve Leading-Edge E-Services,CL00209,BU00003,RG00001,PM00050,Fixed Fee,2023-02-28,2023-11-28,,244653.0,Active
PR00575,Enhance Vertical Deliverables,CL00083,BU00007,RG00004,PM00078,Retainer,2025-07-23,2025-12-31,89.0,,Completed
PR00576,Implement Open-Source E-Business,CL00071,BU00007,RG00003,PM00038,T&M,2025-01-12,2025-03-12,91.0,,Active
PR00577,Exploit End-To-End Supply-Chains,CL00106,BU00005,RG00006,PM00071,Retainer,2023-11-09,2024-11-09,135.0,,Active
PR00578,Redefine World-Class Markets,CL00240,BU00004,RG00002,PM00027,Fixed Fee,2023-10-03,2023-12-03,,353965.0,Active
PR00579,Orchestrate B2B Initiatives,CL00089,BU00003,RG00006,PM00023,T&M,2023-02-04,2023-03-04,119.0,,Active
PR00580,Cultivate Bricks-And-Clicks Partnerships,CL00083,BU00002,RG00003,PM00072,T&M,2025-03-28,2025-05-28,83.0,,Active
PR00581,Unleash Impactful Applications,CL00171,BU00007,RG00006,PM00069,T&M,2024-08-03,2024-10-03,98.0,,Completed
PR00582,Facilitate Seamless Vortals,CL00207,BU00001,RG00005,PM00014,T&M,2023-06-06,2023-12-06,125.0,,Active
PR00583,Leverage User-Centric Functionalities,CL00172,BU00001,RG00002,PM00035,Fixed Fee,2023-07-31,2023-08-31,,258551.0,Active
PR00584,Visualize Turn-Key Roi,CL00074,BU00005,RG00002,PM00008,Fixed Fee,2025-01-26,2025-07-26,,130121.0,Active
PR00585,Scale Synergistic E-Services,CL00193,BU00001,RG00003,PM00058,T&M,2025-05-23,2025-07-23,139.0,,Completed
PR00586,Transition Virtual Architectures,CL00190,BU00004,RG00006,PM00072,T&M,2025-07-03,2025-12-31,118.0,,Active
PR00587,Drive Distributed Channels,CL00204,BU00005,RG00006,PM00007,Retainer,2024-04-21,2025-04-21,100.0,,Active
PR00588,Drive Clicks-And-Mortar Networks,CL00245,BU00006,RG00005,PM00007,T&M,2023-10-04,2024-04-04,132.0,,Active
PR00589,Iterate Robust Roi,CL00159,BU00008,RG00002,PM00048,Fixed Fee,2024-08-31,2025-02-28,,249190.0,Active
PR00590,Harness Magnetic Functionalities,CL00155,BU00004,RG00006,PM00025,T&M,2025-07-24,2025-12-31,99.0,,Active
PR00591,Transform Rich Eyeballs,CL00175,BU00002,RG00002,PM00023,Fixed Fee,2025-05-28,2025-12-31,,280097.0,Active
PR00592,Extend Intuitive Action-Items,CL00011,BU00007,RG00003,PM00072,T&M,2024-05-29,2025-05-29,156.0,,Active
PR00593,Harness Frictionless Functionalities,CL00217,BU00005,RG00001,PM00043,T&M,2024-06-22,2025-06-22,129.0,,Completed
PR00594,Transition Open-Source Systems,CL00011,BU00003,RG00003,PM00077,T&M,2023-05-18,2023-11-18,122.0,,Completed
PR00595,Morph Best-Of-Breed Action-Items,CL00158,BU00005,RG00004,PM00074,Fixed Fee,2023-01-18,2024-01-18,,185836.0,Active
PR00596,Seize Dot-Com Platforms,CL00182,BU00006,RG00005,PM00029,Retainer,2023-04-16,2024-10-16,101.0,,Active
PR00597,Streamline Integrated Systems,CL00202,BU00003,RG00004,PM00070,T&M,2023-01-02,2023-04-02,117.0,,Active
PR00598,Leverage Transparent Models,CL00057,BU00004,RG00006,PM00043,T&M,2024-10-13,2024-12-13,161.0,,Active
PR00599,Seize Enterprise Platforms,CL00244,BU00008,RG00005,PM00002,T&M,2024-08-11,2024-10-11,114.0,,Active
PR00600,Generate Magnetic Communities,CL00062,BU00004,RG00001,PM00042,T&M,2025-01-14,2025-07-14,108.0,,Completed
PR00601,Optimize Robust Technologies,CL00030,BU00007,RG00003,PM00070,Fixed Fee,2024-12-02,2025-12-31,,464851.0,Active
PR00602,Harness Back-End Platforms,CL00133,BU00006,RG00005,PM00066,T&M,2023-02-01,2023-04-01,105.0,,Active
PR00603,Facilitate Frictionless Architectures,CL00230,BU00004,RG00003,PM00066,T&M,2023-04-26,2023-06-26,110.0,,Active
PR00604,Drive Intuitive Schemas,CL00249,BU00001,RG00006,PM00009,T&M,2023-09-07,2024-03-07,124.0,,Active
PR00605,Facilitate Compelling Web-Readiness,CL00055,BU00007,RG00001,PM00027,T&M,2023-05-25,2023-06-25,89.0,,Active
PR00606,Visualize Frictionless Metrics,CL00250,BU00007,RG00006,PM00010,Fixed Fee,2024-11-01,2025-11-01,,447639.0,Active
PR00607,Leverage Scalable Platforms,CL00118,BU00006,RG00001,PM00012,T&M,2024-11-05,2025-11-05,102.0,,Active
PR00608,Architect Dynamic E-Markets,CL00065,BU00002,RG00005,PM00030,Retainer,2024-05-29,2025-05-29,56.0,,Active
PR00609,Drive Back-End Web Services,CL00116,BU00007,RG00004,PM00041,T&M,2025-05-10,2025-11-10,97.0,,Active
PR00610,Monetize Web-Enabled Platforms,CL00137,BU00001,RG00006,PM00080,T&M,2024-03-13,2024-05-13,131.0,,Active
PR00611,Strategize Holistic Eyeballs,CL00012,BU00002,RG00003,PM00065,T&M,2023-03-19,2023-05-19,95.0,,Completed
PR00612,Disintermediate Clicks-And-Mortar E-Commerce,CL00078,BU00002,RG00003,PM00057,T&M,2023-03-26,2023-09-26,150.0,,Completed
PR00613,Envisioneer Compelling Solutions,CL00008,BU00008,RG00002,PM00069,T&M,2023-05-17,2024-02-17,72.0,,Active
PR00614,Utilize Best-Of-Breed Communities,CL00204,BU00005,RG00006,PM00019,T&M,2023-05-31,2024-05-31,120.0,,Completed
PR00615,Envisioneer Strategic Info-Mediaries,CL00248,BU00006,RG00001,PM00071,Retainer,2025-09-18,2025-12-31,119.0,,Active
PR00616,Monetize Impactful Info-Mediaries,CL00011,BU00001,RG00005,PM00077,T&M,2023-06-29,2023-12-29,98.0,,Active
PR00617,Productize Back-End Infrastructures,CL00022,BU00005,RG00002,PM00045,T&M,2025-01-29,2025-03-29,99.0,,Completed
PR00618,Incubate Integrated Roi,CL00218,BU00003,RG00002,PM00024,T&M,2025-09-24,2025-12-31,131.0,,Completed
PR00619,Matrix Enterprise Relationships,CL00050,BU00002,RG00002,PM00073,Retainer,2024-07-30,2025-04-30,61.0,,Completed
PR00620,Grow Revolutionary Portals,CL00239,BU00008,RG00006,PM00071,T&M,2023-10-17,2024-01-17,122.0,,Active
